,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
15354,STEVE ROGERS,I do.,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15356,TONY STARK,"You weren’t actually born here, right?",Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15357,STEVE ROGERS,The idea of me was.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15358,TONY STARK,"All right.  If I was SHIELD and I wanted to hide my quasi-fascistic black site, where would I hide it? ",Avengers: Endgame,2019,22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15359,STEVE ROGERS,In plain sight.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15360,TONY STARK,"Good luck with that mission, Captain. ",Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15361,STEVE ROGERS,"Good luck with your project, Doctor.",Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15363,STEVE ROGERS,Not exactly.,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15364,TONY STARK,"Come on, you little hexahedron, where are you hiding? You may not know it now, but someday you’re going to be a real pain-in-the-ass.",Avengers: Endgame,2019,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15366,TONY STARK,No.  Haven’t seen a soul.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15368,TONY STARK,"No, sir.  Just visiting from MIT. ",Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15370,TONY STARK,Howard...,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15372,TONY STARK,Potts.,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15374,TONY STARK,That’d be swell.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15377,STEVE ROGERS,Dr. Pym?,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15379,STEVE ROGERS,"This is Captain Stevens, from shipping.  We have a package for you.",Avengers: Endgame,2019,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15381,STEVE ROGERS,"That’s the thing, sir, we can’t.",Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15383,STEVE ROGERS,"It’s just...sir, the box is glowing.  And to be honest, a couple of our mail guys aren’t feeling great- ",Avengers: Endgame,2019,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15385,TONY STARK,Sauerkraut and a bouquet...big night planned?,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15387,TONY STARK,Congratulations.,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15389,TONY STARK,How far along is she?,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15391,TONY STARK,I have a little girl.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15393,TONY STARK,Would that be so bad?,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15409,TONY STARK,"Got any names, yet? ",Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15411,TONY STARK,You might let that stew a while. You’ve got time.,Avengers: Endgame,2019,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15413,TONY STARK,Yeah.  I guess.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15415,TONY STARK,Wildly.,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15417,TONY STARK,I pieced it together as I went along.  I thought about what my dad did...,Avengers: Endgame,2019,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15419,TONY STARK,"I tried to hold onto the good stuff.  Dad dropped the odd pearl, here and there. ",Avengers: Endgame,2019,18,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15421,TONY STARK,“No amount of money ever bought a second of time.”,Avengers: Endgame,2019,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15423,TONY STARK,He did his best.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15427,TONY STARK,"You’re going to do fine, Howard. ",Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15429,TONY STARK,Count on it...,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15439,NATASHA ROMANOFF,Yeah.  I’m gonna bet the raccoon didn’t have to climb a mountain.,Avengers: Endgame,2019,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15441,NATASHA ROMANOFF,Whatever.  He eats garbage-,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15446,NATASHA ROMANOFF,Who are you?,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
